PCLOrigin,-106.53,51.19,-496.68
femoralCenter,-121.61,30.53,-515.38
greaterTrochanter,-128.30,63.67,-99.29
hipCenter,-87.96,36.29,-101.64
lateralCondyle,-142.86,44.03,-520.62
lateralEpicondyle,-156.24,50.80,-496.18
lateralPosteriorCondyle,-137.47,73.00,-500.52
medialCondyle,-94.78,38.65,-526.64
medialEpicondyle,-75.70,34.83,-498.26
medialPosteriorCondyle,-89.14,67.59,-503.14
medialSulcus,-75.52,40.74,-501.75
midfemurCenter,-122.29,35.35,-301.63
whitesideReference,-122.30,15.22,-502.45
