PCLOrigin,81.49,-161.10,950.74
femoralCenter,84.26,-183.77,928.73
greaterTrochanter,118.40,-117.13,1356.64
hipCenter,74.69,-133.39,1343.57
lateralCondyle,105.34,-182.46,924.69
lateralEpicondyle,122.62,-181.67,948.27
lateralPosteriorCondyle,113.76,-154.10,942.51
medialCondyle,62.76,-166.40,920.10
medialEpicondyle,50.01,-162.34,946.29
medialPosteriorCondyle,71.23,-138.32,942.55
medialSulcus,53.33,-156.58,942.75
midfemurCenter,98.03,-172.21,1140.67
whitesideReference,77.75,-202.69,943.68
