PCLOrigin,105.75,-125.48,-659.62
femoralCenter,119.13,-145.04,-685.47
greaterTrochanter,148.60,-129.04,-165.52
hipCenter,86.19,-137.97,-170.33
lateralCondyle,139.48,-143.81,-688.49
lateralEpicondyle,160.65,-137.34,-655.55
lateralPosteriorCondyle,142.61,-107.83,-667.21
medialCondyle,88.84,-142.70,-694.49
medialEpicondyle,67.44,-140.94,-664.93
medialPosteriorCondyle,89.53,-107.09,-669.60
medialSulcus,70.53,-133.83,-668.68
midfemurCenter,129.75,-153.52,-419.51
whitesideReference,117.49,-173.18,-667.55
