PCLOrigin,71.96,-111.75,1050.83
femoralCenter,83.12,-130.74,1030.09
greaterTrochanter,132.77,-123.27,1428.98
hipCenter,83.06,-136.30,1435.86
lateralCondyle,104.89,-122.28,1023.95
lateralEpicondyle,120.18,-117.46,1049.05
lateralPosteriorCondyle,105.31,-92.89,1042.75
medialCondyle,59.52,-123.68,1022.00
medialEpicondyle,43.16,-127.01,1048.47
medialPosteriorCondyle,55.90,-95.30,1041.71
medialSulcus,43.33,-118.91,1044.43
midfemurCenter,102.87,-143.80,1239.99
whitesideReference,86.01,-149.93,1043.98
