hipCenter,87.85,-152.82,1525.75
greaterTrochanter,128.69,-129.43,1532.90
femoralCenter,113.22,-144.35,1137.85
whitesideReference,111.32,-159.76,1147.53
lateralCondyle,135.49,-141.13,1133.86
medialCondyle,91.81,-135.05,1128.00
lateralPosteriorCondyle,138.23,-112.83,1154.85
medialPosteriorCondyle,89.86,-106.47,1149.32
midfemurCenter,121.24,-152.30,1335.85
PCLOrigin,107.19,-126.17,1155.74
lateralEpicondyle,150.09,-134.98,1159.36
medialSulcus,76.61,-126.51,1150.30
medialEpicondyle,74.42,-131.72,1153.47
