PCLOrigin,-99.57,-37.55,1137.62
femoralCenter,-111.20,-56.65,1113.01
greaterTrochanter,-163.05,-54.88,1595.59
hipCenter,-98.15,-62.49,1595.21
lateralCondyle,-134.91,-48.38,1107.95
lateralEpicondyle,-156.19,-40.07,1139.93
lateralPosteriorCondyle,-133.77,-13.22,1134.70
medialCondyle,-80.15,-49.15,1103.01
medialEpicondyle,-57.63,-47.07,1133.42
medialPosteriorCondyle,-77.26,-13.25,1131.17
medialSulcus,-59.32,-40.46,1130.10
midfemurCenter,-124.52,-73.37,1363.99
whitesideReference,-110.28,-79.72,1126.24
