hipCenter,-109.35,153.82,-146.73
greaterTrochanter,-152.32,170.77,-150.08
femoralCenter,-80.97,167.50,-543.80
whitesideReference,-80.89,148.17,-530.53
lateralCondyle,-104.24,173.36,-548.80
medialCondyle,-57.62,178.02,-548.66
lateralPosteriorCondyle,-102.50,202.94,-526.89
medialPosteriorCondyle,-57.13,206.44,-524.33
midfemurCenter,-117.28,151.30,-336.32
PCLOrigin,-71.47,186.83,-519.93
lateralEpicondyle,-120.61,180.44,-523.22
medialSulcus,-41.97,182.71,-524.60
medialEpicondyle,-41.05,176.84,-521.48
