PCLOrigin,94.96,-203.94,-698.87
femoralCenter,107.52,-229.24,-718.27
greaterTrochanter,134.32,-151.23,-298.85
hipCenter,86.30,-170.20,-303.39
lateralCondyle,130.97,-213.00,-723.79
lateralEpicondyle,145.29,-209.22,-695.27
lateralPosteriorCondyle,123.92,-187.64,-708.10
medialCondyle,78.12,-216.21,-730.98
medialEpicondyle,61.00,-219.85,-702.42
medialPosteriorCondyle,76.05,-188.17,-709.79
medialSulcus,61.43,-213.29,-705.18
midfemurCenter,115.09,-201.85,-502.81
whitesideReference,105.50,-246.79,-703.60
