hipCenter,92.44,187.79,-113.40
greaterTrochanter,144.38,199.13,-110.09
femoralCenter,93.30,160.33,-502.13
whitesideReference,95.15,145.74,-489.97
lateralCondyle,116.49,173.45,-507.54
medialCondyle,68.08,170.96,-510.13
lateralPosteriorCondyle,113.36,200.58,-487.48
medialPosteriorCondyle,67.89,200.95,-487.75
midfemurCenter,111.75,165.13,-302.56
PCLOrigin,84.90,182.98,-482.13
lateralEpicondyle,131.97,177.08,-484.20
medialSulcus,55.14,177.15,-487.69
medialEpicondyle,54.28,169.48,-483.44
