PCLOrigin,101.46,-130.23,899.30
femoralCenter,119.19,-150.36,872.26
greaterTrochanter,130.08,-141.70,1335.72
hipCenter,83.77,-169.52,1330.91
lateralCondyle,139.19,-132.84,867.50
lateralEpicondyle,155.40,-124.17,900.58
lateralPosteriorCondyle,129.88,-98.56,893.14
medialCondyle,88.98,-143.66,857.99
medialEpicondyle,71.00,-154.70,890.20
medialPosteriorCondyle,78.67,-112.45,885.87
medialSulcus,71.18,-147.46,886.97
midfemurCenter,118.98,-163.23,1107.49
whitesideReference,123.96,-171.67,890.13
