PCLOrigin,88.39,-101.55,-568.21
femoralCenter,94.24,-121.20,-584.30
greaterTrochanter,129.15,-105.68,-184.27
hipCenter,77.61,-120.80,-186.36
lateralCondyle,115.60,-115.09,-600.12
lateralEpicondyle,132.51,-113.66,-566.36
lateralPosteriorCondyle,115.66,-85.46,-578.71
medialCondyle,72.08,-114.54,-600.29
medialEpicondyle,52.24,-111.70,-565.36
medialPosteriorCondyle,72.08,-84.57,-576.52
medialSulcus,52.90,-107.10,-568.81
midfemurCenter,104.13,-132.84,-382.31
whitesideReference,98.08,-142.49,-571.20
