hipCenter,-81.40,-4.85,-110.36
greaterTrochanter,-134.32,6.55,-103.16
femoralCenter,-75.44,11.27,-535.61
whitesideReference,-76.41,-11.93,-521.45
lateralCondyle,-102.15,16.66,-541.86
medialCondyle,-47.90,19.97,-545.61
lateralPosteriorCondyle,-100.28,48.06,-518.93
medialPosteriorCondyle,-46.70,51.22,-521.29
midfemurCenter,-101.55,-12.44,-318.14
PCLOrigin,-65.19,30.58,-513.03
lateralEpicondyle,-118.67,25.11,-515.00
medialSulcus,-31.89,27.09,-520.42
medialEpicondyle,-29.47,18.91,-516.63
