hipCenter,-102.62,-168.88,1563.55
greaterTrochanter,-160.06,-167.37,1575.09
femoralCenter,-113.48,-143.07,1129.70
whitesideReference,-108.30,-164.91,1141.58
lateralCondyle,-135.94,-139.14,1124.39
medialCondyle,-92.37,-129.88,1119.94
lateralPosteriorCondyle,-140.87,-110.54,1147.55
medialPosteriorCondyle,-98.12,-98.68,1144.56
midfemurCenter,-127.19,-170.20,1354.79
PCLOrigin,-109.05,-123.04,1148.14
lateralEpicondyle,-154.62,-138.72,1153.67
medialSulcus,-75.58,-120.65,1146.22
medialEpicondyle,-71.97,-126.64,1149.60
