PCLOrigin,-39.65,8.52,1284.81
femoralCenter,-44.87,-19.80,1261.03
greaterTrochanter,-146.21,-23.00,1709.64
hipCenter,-87.33,-32.55,1714.25
lateralCondyle,-71.43,-14.50,1252.03
lateralEpicondyle,-90.07,-16.54,1277.84
lateralPosteriorCondyle,-79.04,18.38,1274.14
medialCondyle,-20.09,-4.01,1253.02
medialEpicondyle,-2.20,-1.66,1285.28
medialPosteriorCondyle,-28.17,31.96,1278.21
medialSulcus,-4.12,8.08,1280.88
midfemurCenter,-87.45,-39.35,1494.99
whitesideReference,-42.31,-36.79,1273.29
