PCLOrigin,59.62,-91.64,1041.36
femoralCenter,72.75,-111.32,1015.01
greaterTrochanter,156.72,-122.71,1475.31
hipCenter,101.68,-139.06,1472.14
lateralCondyle,95.78,-104.22,1010.18
lateralEpicondyle,114.46,-97.59,1038.10
lateralPosteriorCondyle,94.86,-70.39,1033.07
medialCondyle,46.00,-106.33,1007.21
medialEpicondyle,25.87,-107.99,1039.21
medialPosteriorCondyle,41.65,-71.92,1033.16
medialSulcus,26.04,-102.42,1035.95
midfemurCenter,106.92,-133.42,1252.98
whitesideReference,73.27,-129.39,1025.00
