hipCenter,-97.99,-2.48,-65.03
greaterTrochanter,-149.93,6.08,-54.82
femoralCenter,-112.46,-10.83,-474.20
whitesideReference,-113.66,-29.45,-461.78
lateralCondyle,-133.71,-3.72,-479.86
medialCondyle,-88.76,-2.37,-481.12
lateralPosteriorCondyle,-131.80,27.14,-460.02
medialPosteriorCondyle,-84.62,28.36,-461.16
midfemurCenter,-132.70,-21.29,-246.75
PCLOrigin,-102.66,9.89,-454.60
lateralEpicondyle,-150.70,5.84,-456.76
medialSulcus,-72.10,4.14,-457.67
medialEpicondyle,-70.10,-2.88,-456.05
