PCLOrigin,44.82,-123.45,895.17
femoralCenter,58.54,-143.47,873.46
greaterTrochanter,136.66,-105.04,1274.46
hipCenter,90.15,-123.78,1275.33
lateralCondyle,85.50,-133.08,866.48
lateralEpicondyle,99.62,-128.97,892.46
lateralPosteriorCondyle,82.02,-102.29,890.90
medialCondyle,28.75,-136.73,865.47
medialEpicondyle,13.33,-142.16,899.47
medialPosteriorCondyle,28.39,-103.86,890.07
medialSulcus,12.14,-134.62,895.46
midfemurCenter,88.87,-145.73,1081.20
whitesideReference,59.07,-159.73,881.25
