PCLOrigin,101.64,-121.48,-594.11
femoralCenter,106.26,-145.15,-618.79
greaterTrochanter,152.07,-131.83,-157.40
hipCenter,97.19,-145.14,-157.69
lateralCondyle,134.02,-137.03,-626.61
lateralEpicondyle,154.35,-135.31,-596.01
lateralPosteriorCondyle,139.26,-106.55,-603.87
medialCondyle,79.80,-129.46,-625.78
medialEpicondyle,57.37,-128.63,-596.03
medialPosteriorCondyle,86.44,-98.25,-601.10
medialSulcus,61.28,-119.98,-600.53
midfemurCenter,127.89,-155.15,-382.81
whitesideReference,106.34,-168.21,-600.44
