PCLOrigin,-79.59,-93.85,-464.28
femoralCenter,-78.46,-111.93,-486.31
greaterTrochanter,-137.82,-123.51,-64.28
hipCenter,-90.74,-138.48,-64.36
lateralCondyle,-101.11,-111.77,-492.31
lateralEpicondyle,-116.75,-114.11,-468.32
lateralPosteriorCondyle,-109.46,-88.07,-473.23
medialCondyle,-62.51,-94.74,-495.18
medialEpicondyle,-45.33,-91.66,-465.72
medialPosteriorCondyle,-71.19,-68.55,-472.71
medialSulcus,-49.42,-84.89,-469.63
midfemurCenter,-97.53,-136.05,-268.55
whitesideReference,-69.22,-130.09,-470.59
