hipCenter,-97.88,-24.13,1359.22
greaterTrochanter,-138.86,-4.81,1366.00
femoralCenter,-115.25,-21.96,941.96
whitesideReference,-113.98,-39.36,953.80
lateralCondyle,-140.57,-12.52,936.01
medialCondyle,-90.40,-12.96,931.03
lateralPosteriorCondyle,-139.30,15.38,956.49
medialPosteriorCondyle,-88.55,16.10,953.04
midfemurCenter,-127.70,-25.39,1177.50
PCLOrigin,-104.12,-1.88,959.94
lateralEpicondyle,-154.15,-6.97,960.42
medialSulcus,-73.34,-8.93,954.19
medialEpicondyle,-71.89,-13.44,954.52
