PCLOrigin,-127.26,29.62,1044.37
femoralCenter,-137.04,5.91,1018.52
greaterTrochanter,-157.85,28.47,1477.85
hipCenter,-100.46,20.05,1473.04
lateralCondyle,-163.79,8.95,1013.42
lateralEpicondyle,-180.48,15.77,1042.38
lateralPosteriorCondyle,-165.69,45.03,1039.76
medialCondyle,-111.78,13.26,1008.51
medialEpicondyle,-90.04,14.85,1039.62
medialPosteriorCondyle,-112.17,49.93,1036.66
medialSulcus,-92.82,21.77,1036.23
midfemurCenter,-135.75,-5.21,1252.49
whitesideReference,-136.20,-16.47,1034.97
