PCLOrigin,49.84,-106.94,-749.66
femoralCenter,55.58,-126.98,-771.07
greaterTrochanter,137.83,-159.99,-355.24
hipCenter,87.23,-159.24,-349.83
lateralCondyle,78.62,-126.13,-778.30
lateralEpicondyle,97.73,-123.65,-751.74
lateralPosteriorCondyle,85.04,-97.90,-756.82
medialCondyle,34.08,-114.65,-778.31
medialEpicondyle,16.10,-114.97,-750.53
medialPosteriorCondyle,39.08,-86.16,-755.97
medialSulcus,18.44,-107.93,-754.01
midfemurCenter,87.88,-152.05,-553.31
whitesideReference,53.81,-148.50,-756.79
