hipCenter,-97.39,16.72,1730.56
greaterTrochanter,-148.99,29.07,1733.53
femoralCenter,-124.44,-4.31,1260.59
whitesideReference,-130.91,-29.48,1281.36
lateralCondyle,-151.78,5.21,1257.57
medialCondyle,-94.15,0.82,1251.51
lateralPosteriorCondyle,-144.61,41.36,1281.45
medialPosteriorCondyle,-88.86,34.92,1276.10
midfemurCenter,-134.07,-0.32,1503.25
PCLOrigin,-110.72,18.20,1285.04
lateralEpicondyle,-168.09,17.93,1289.01
medialSulcus,-77.45,5.02,1278.59
medialEpicondyle,-75.73,-2.04,1282.11
