hipCenter,91.26,-152.46,-319.70
greaterTrochanter,135.82,-138.98,-320.79
femoralCenter,68.80,-133.89,-734.55
whitesideReference,64.69,-149.01,-723.69
lateralCondyle,90.80,-130.20,-742.48
medialCondyle,47.49,-117.82,-744.48
lateralPosteriorCondyle,98.84,-105.55,-723.27
medialPosteriorCondyle,53.63,-90.61,-722.42
midfemurCenter,97.36,-151.86,-523.51
PCLOrigin,65.17,-112.78,-716.33
lateralEpicondyle,107.90,-128.58,-719.19
medialSulcus,35.13,-108.43,-719.18
medialEpicondyle,32.22,-114.26,-715.84
