hipCenter,-82.66,13.05,-189.08
greaterTrochanter,-127.01,35.09,-180.72
femoralCenter,-128.53,2.20,-607.61
whitesideReference,-130.30,-15.07,-598.80
lateralCondyle,-149.00,15.61,-613.82
medialCondyle,-102.20,8.44,-620.12
lateralPosteriorCondyle,-143.69,41.82,-592.00
medialPosteriorCondyle,-95.98,33.72,-598.86
midfemurCenter,-122.28,13.34,-317.00
PCLOrigin,-114.16,18.22,-589.60
lateralEpicondyle,-163.68,17.50,-583.44
medialSulcus,-83.72,5.00,-598.70
medialEpicondyle,-82.67,-1.39,-595.71
