PCLOrigin,114.85,-35.72,-539.29
femoralCenter,127.29,-59.57,-561.44
greaterTrochanter,169.04,-2.02,-107.26
hipCenter,109.64,-9.76,-108.07
lateralCondyle,150.44,-47.98,-568.00
lateralEpicondyle,166.85,-44.02,-538.72
lateralPosteriorCondyle,148.05,-18.55,-546.64
medialCondyle,99.13,-49.43,-572.04
medialEpicondyle,76.88,-51.66,-543.41
medialPosteriorCondyle,93.65,-16.71,-548.55
medialSulcus,78.64,-46.04,-546.76
midfemurCenter,129.50,-57.44,-450.19
whitesideReference,126.60,-79.28,-541.72
