PCLOrigin,-98.92,2.20,1313.59
femoralCenter,-105.99,-20.48,1297.00
greaterTrochanter,-121.40,13.78,1723.57
hipCenter,-81.08,-6.86,1714.23
lateralCondyle,-130.95,-14.86,1289.03
lateralEpicondyle,-144.77,-9.21,1314.26
lateralPosteriorCondyle,-132.42,12.76,1309.84
medialCondyle,-87.37,-8.26,1286.06
medialEpicondyle,-68.69,-4.52,1311.40
medialPosteriorCondyle,-88.70,22.12,1306.87
medialSulcus,-70.86,-0.12,1308.76
midfemurCenter,-114.87,-23.74,1510.99
whitesideReference,-102.79,-37.64,1311.09
