hipCenter,-60.99,-121.05,-176.36
greaterTrochanter,-99.12,-106.74,-169.02
femoralCenter,-52.91,-121.30,-588.20
whitesideReference,-54.37,-146.12,-560.98
lateralCondyle,-38.72,-110.69,-589.87
medialCondyle,-67.39,-118.81,-590.82
lateralPosteriorCondyle,-76.91,-102.14,-573.57
medialPosteriorCondyle,-35.23,-95.64,-571.58
midfemurCenter,-76.54,-135.11,-379.20
PCLOrigin,-49.70,-98.94,-569.02
lateralEpicondyle,-90.80,-119.05,-569.17
medialSulcus,-18.33,-104.08,-571.62
medialEpicondyle,-18.04,-109.40,-569.30
