PCLOrigin,-55.68,-105.16,1007.41
femoralCenter,-62.52,-126.38,986.58
greaterTrochanter,-139.72,-117.10,1385.82
hipCenter,-88.66,-133.98,1393.23
lateralCondyle,-83.87,-116.98,979.68
lateralEpicondyle,-100.64,-112.40,1004.67
lateralPosteriorCondyle,-86.08,-90.20,999.50
medialCondyle,-39.73,-109.67,977.68
medialEpicondyle,-24.39,-110.58,1003.79
medialPosteriorCondyle,-39.91,-83.99,998.62
medialSulcus,-26.51,-105.08,1000.87
midfemurCenter,-90.13,-135.60,1195.67
whitesideReference,-59.04,-139.88,997.92
