PCLOrigin,-112.47,-146.73,681.72
femoralCenter,-132.75,-161.30,663.50
greaterTrochanter,-126.43,-125.44,1085.48
hipCenter,-84.90,-147.03,1088.72
lateralCondyle,-147.70,-143.99,659.55
lateralEpicondyle,-157.06,-134.32,683.07
lateralPosteriorCondyle,-136.84,-117.86,679.15
medialCondyle,-103.79,-159.82,652.01
medialEpicondyle,-90.61,-169.83,677.88
medialPosteriorCondyle,-92.54,-136.15,673.59
medialSulcus,-90.15,-164.56,674.36
midfemurCenter,-125.55,-155.27,881.49
whitesideReference,-137.66,-176.00,679.93
