PCLOrigin,122.02,-185.22,-124.67
femoralCenter,137.88,-205.55,-142.47
greaterTrochanter,131.19,-162.16,269.18
hipCenter,86.78,-187.21,272.26
lateralCondyle,158.47,-193.21,-148.25
lateralEpicondyle,172.69,-182.11,-121.63
lateralPosteriorCondyle,151.56,-162.70,-128.51
medialCondyle,110.22,-201.91,-153.04
medialEpicondyle,90.57,-202.44,-124.18
medialPosteriorCondyle,100.59,-169.32,-131.80
medialSulcus,89.51,-195.90,-128.16
midfemurCenter,137.69,-198.09,74.19
whitesideReference,139.80,-221.99,-127.08
