PCLOrigin,-85.69,-3.47,1276.00
femoralCenter,-93.17,-22.05,1256.86
greaterTrochanter,-129.48,6.07,1685.33
hipCenter,-82.33,-16.50,1680.55
lateralCondyle,-116.41,-16.87,1251.58
lateralEpicondyle,-130.50,-4.46,1274.75
lateralPosteriorCondyle,-114.76,15.17,1269.76
medialCondyle,-69.87,-12.36,1248.51
medialEpicondyle,-55.00,-17.59,1275.23
medialPosteriorCondyle,-69.04,14.66,1268.45
medialSulcus,-56.20,-11.10,1272.87
midfemurCenter,-114.78,-30.01,1475.49
whitesideReference,-94.59,-37.11,1270.30
