landmark,x, y, z
PCLOrigin,90.82,181.62,-536.05
femoralCenter,98.34,158.44,-554.28
greaterTrochanter,127.05,173.38,-118.66
hipCenter,85.35,162.16,-126.69
lateralCondyle,118.00,161.82,-559.92
lateralEpicondyle,134.49,167.87,-537.02
lateralPosteriorCondyle,123.63,191.91,-541.27
medialCondyle,76.05,172.24,-562.41
medialEpicondyle,58.40,173.85,-537.77
medialPosteriorCondyle,78.10,199.95,-542.59
medialSulcus,62.05,180.81,-541.53
midfemurCenter,107.55,154.80,-334.94
whitesideReference,95.38,144.38,-542.05
