landmark,x, y, z
hipCenter,-85.85,-159.89,1588.86
greaterTrochanter,-133.14,-143.86,1596.61
femoralCenter,-119.52,-157.69,1146.69
whitesideReference,-117.07,-176.23,1159.76
lateralCondyle,-142.83,-154.06,1141.77
medialCondyle,-89.58,-144.70,1135.76
lateralPosteriorCondyle,-145.53,-117.74,1166.31
medialPosteriorCondyle,-92.45,-110.98,1163.94
midfemurCenter,-120.62,-175.91,1372.74
PCLOrigin,-106.83,-131.09,1169.23
lateralEpicondyle,-161.70,-146.67,1169.56
medialSulcus,-72.39,-137.51,1164.01
medialEpicondyle,-70.17,-144.02,1167.35
