landmark,x, y, z
hipCenter,-69.95,-40.84,1644.54
greaterTrochanter,-118.73,-18.38,1660.25
femoralCenter,-102.82,-41.65,1232.78
whitesideReference,-102.40,-61.95,1245.63
lateralCondyle,-121.83,-35.73,1229.69
medialCondyle,-78.91,-31.39,1223.58
lateralPosteriorCondyle,-123.40,-1.78,1249.69
medialPosteriorCondyle,-75.44,-3.53,1246.78
midfemurCenter,-105.13,-44.36,1442.49
PCLOrigin,-90.90,-21.87,1253.49
lateralEpicondyle,-136.80,-27.34,1257.04
medialSulcus,-61.70,-27.93,1245.49
medialEpicondyle,-60.22,-34.79,1247.37
