landmark,x, y, z
hipCenter,-73.29,-25.57,1282.20
greaterTrochanter,-120.94,-23.89,1282.66
femoralCenter,-101.18,-17.66,879.45
whitesideReference,-96.55,-37.62,894.63
lateralCondyle,-121.54,-15.19,876.79
medialCondyle,-75.42,-7.88,869.51
lateralPosteriorCondyle,-124.22,11.16,896.94
medialPosteriorCondyle,-78.42,21.51,891.11
midfemurCenter,-103.35,-35.78,1089.49
PCLOrigin,-89.69,2.30,900.33
lateralEpicondyle,-135.16,-11.82,901.07
medialSulcus,-61.32,1.13,889.86
medialEpicondyle,-58.44,-6.51,894.53
