landmark,x, y, z
PCLOrigin,-54.25,-136.55,-617.33
femoralCenter,-68.31,-155.77,-642.62
greaterTrochanter,-126.11,-150.45,-191.63
hipCenter,-75.27,-165.71,-196.42
lateralCondyle,-96.67,-151.42,-646.62
lateralEpicondyle,-113.11,-140.83,-616.60
lateralPosteriorCondyle,-89.66,-115.52,-620.73
medialCondyle,-38.96,-149.78,-651.62
medialEpicondyle,-18.57,-154.32,-622.46
medialPosteriorCondyle,-34.97,-118.36,-626.00
medialSulcus,-19.45,-145.38,-626.41
midfemurCenter,-87.53,-172.17,-433.64
whitesideReference,-69.26,-180.64,-630.98
