landmark,x, y, z
hipCenter,-76.28,-16.48,1468.33
greaterTrochanter,-122.96,13.95,1474.49
femoralCenter,-112.13,-36.85,1040.49
whitesideReference,-117.26,-59.60,1053.34
lateralCondyle,-134.25,-26.80,1034.49
medialCondyle,-84.42,-36.03,1029.50
lateralPosteriorCondyle,-127.03,6.12,1060.23
medialPosteriorCondyle,-80.44,-3.37,1054.18
midfemurCenter,-117.39,-36.12,1260.49
PCLOrigin,-98.97,-20.94,1063.09
lateralEpicondyle,-152.72,-16.03,1064.57
medialSulcus,-64.91,-36.70,1054.58
medialEpicondyle,-63.92,-41.12,1057.92
