landmark,x, y, z
hipCenter,-96.03,-2.71,-185.98
greaterTrochanter,-145.52,16.53,-182.58
femoralCenter,-92.14,-13.21,-618.93
whitesideReference,-96.97,-34.67,-605.40
lateralCondyle,-114.27,-4.72,-625.19
medialCondyle,-64.13,-10.66,-626.39
lateralPosteriorCondyle,-110.55,28.01,-602.44
medialPosteriorCondyle,-56.50,19.16,-602.30
midfemurCenter,-101.20,-21.62,-518.00
PCLOrigin,-77.74,2.78,-594.26
lateralEpicondyle,-131.61,7.06,-597.29
medialSulcus,-45.89,-8.22,-600.65
medialEpicondyle,-46.89,-16.95,-597.95
