landmark,x, y, z
PCLOrigin,-103.43,-128.32,-935.81
femoralCenter,-118.94,-148.34,-960.79
greaterTrochanter,-138.58,-128.08,-487.07
hipCenter,-96.67,-157.09,-493.08
lateralCondyle,-142.20,-141.75,-963.73
lateralEpicondyle,-156.45,-131.88,-932.34
lateralPosteriorCondyle,-136.89,-107.85,-940.20
medialCondyle,-90.79,-143.52,-970.05
medialEpicondyle,-66.93,-147.77,-943.05
medialPosteriorCondyle,-84.30,-112.29,-948.02
medialSulcus,-67.27,-141.02,-946.23
midfemurCenter,-120.12,-158.08,-836.61
whitesideReference,-118.66,-172.94,-947.60
