landmark,x, y, z
PCLOrigin,-84.32,18.41,-584.41
femoralCenter,-87.96,-7.67,-603.75
greaterTrochanter,-154.91,-20.99,-135.15
hipCenter,-95.07,-33.24,-138.73
lateralCondyle,-116.61,-6.81,-613.33
lateralEpicondyle,-137.46,-5.75,-583.02
lateralPosteriorCondyle,-123.77,23.16,-586.76
medialCondyle,-62.95,0.72,-611.81
medialEpicondyle,-42.98,1.66,-576.50
medialPosteriorCondyle,-69.47,33.60,-583.42
medialSulcus,-45.55,8.66,-581.24
midfemurCenter,-121.20,-34.92,-366.76
whitesideReference,-92.52,-48.15,-581.92
