landmark,x, y, z
PCLOrigin,-112.63,-145.36,748.89
femoralCenter,-127.84,-164.68,728.66
greaterTrochanter,-126.95,-115.44,1143.76
hipCenter,-80.95,-129.24,1139.30
lateralCondyle,-146.82,-150.77,724.18
lateralEpicondyle,-159.60,-144.83,752.15
lateralPosteriorCondyle,-136.93,-124.46,742.83
medialCondyle,-104.72,-156.77,717.04
medialEpicondyle,-84.65,-165.11,745.36
medialPosteriorCondyle,-95.64,-129.73,738.91
medialSulcus,-84.95,-158.47,741.92
midfemurCenter,-118.54,-159.34,935.99
whitesideReference,-131.24,-181.63,742.76
