landmark,x, y, z
hipCenter,-100.34,-0.15,-294.04
greaterTrochanter,-147.24,4.95,-294.12
femoralCenter,-75.46,4.97,-703.12
whitesideReference,-71.25,-15.15,-688.94
lateralCondyle,-100.39,6.82,-709.55
medialCondyle,-50.27,18.79,-709.36
lateralPosteriorCondyle,-108.26,33.78,-686.85
medialPosteriorCondyle,-57.56,48.76,-684.47
midfemurCenter,-87.46,-9.15,-569.38
PCLOrigin,-72.06,25.90,-682.11
lateralEpicondyle,-118.19,7.63,-682.36
medialSulcus,-38.53,29.49,-683.21
medialEpicondyle,-35.92,23.82,-679.87
