landmark,x, y, z
hipCenter,-82.23,-29.14,-103.43
greaterTrochanter,-133.96,-12.57,-96.87
femoralCenter,-73.85,-15.66,-532.83
whitesideReference,-69.66,-35.25,-518.42
lateralCondyle,-96.01,-9.45,-538.96
medialCondyle,-52.00,-2.13,-540.36
lateralPosteriorCondyle,-102.66,19.90,-518.56
medialPosteriorCondyle,-58.13,25.59,-517.53
midfemurCenter,-97.81,-29.87,-312.88
PCLOrigin,-67.51,5.88,-511.35
lateralEpicondyle,-114.60,-5.49,-515.23
medialSulcus,-36.95,2.72,-516.16
medialEpicondyle,-35.18,-2.87,-513.76
