landmark,x, y, z
PCLOrigin,-123.09,14.95,1258.56
femoralCenter,-143.34,0.64,1232.02
greaterTrochanter,-166.85,8.22,1713.91
hipCenter,-118.97,-18.44,1709.52
lateralCondyle,-166.37,17.37,1227.14
lateralEpicondyle,-181.45,28.10,1261.28
lateralPosteriorCondyle,-146.67,44.79,1253.34
medialCondyle,-113.92,-2.43,1220.01
medialEpicondyle,-92.38,-12.55,1250.54
medialPosteriorCondyle,-100.04,27.35,1248.46
medialSulcus,-91.05,-6.33,1248.74
midfemurCenter,-156.13,-19.56,1476.99
whitesideReference,-151.27,-21.16,1245.77
