landmark,x, y, z
PCLOrigin,105.62,-132.29,1170.57
femoralCenter,113.82,-150.33,1148.72
greaterTrochanter,129.49,-148.16,1562.86
hipCenter,84.49,-157.08,1553.20
lateralCondyle,133.06,-147.12,1145.76
lateralEpicondyle,150.82,-143.13,1172.53
lateralPosteriorCondyle,138.61,-117.18,1166.69
medialCondyle,89.90,-140.53,1141.64
medialEpicondyle,72.46,-140.98,1166.46
medialPosteriorCondyle,90.94,-110.03,1163.68
medialSulcus,74.00,-133.18,1164.72
midfemurCenter,118.40,-164.45,1359.72
whitesideReference,109.43,-168.94,1161.37
