landmark,x, y, z
PCLOrigin,98.91,-147.34,-492.08
femoralCenter,109.26,-168.40,-521.88
greaterTrochanter,140.64,-132.09,-70.95
hipCenter,94.67,-142.56,-78.40
lateralCondyle,134.97,-165.68,-524.42
lateralEpicondyle,149.72,-154.87,-495.85
lateralPosteriorCondyle,133.34,-132.72,-502.72
medialCondyle,84.05,-160.63,-526.79
medialEpicondyle,64.28,-158.03,-495.43
medialPosteriorCondyle,84.57,-127.47,-504.46
medialSulcus,66.76,-149.04,-500.57
midfemurCenter,117.53,-167.25,-288.81
whitesideReference,106.27,-189.22,-504.47
