landmark,x, y, z
PCLOrigin,116.39,-141.06,-455.84
femoralCenter,128.14,-162.55,-475.74
greaterTrochanter,129.98,-150.84,-41.63
hipCenter,82.41,-152.62,-49.45
lateralCondyle,149.93,-154.75,-480.58
lateralEpicondyle,162.87,-144.92,-453.42
lateralPosteriorCondyle,145.36,-123.91,-459.73
medialCondyle,101.05,-149.71,-485.59
medialEpicondyle,86.48,-152.55,-456.03
medialPosteriorCondyle,101.09,-122.24,-463.60
medialSulcus,87.00,-146.25,-459.69
midfemurCenter,121.15,-168.85,-255.61
whitesideReference,125.75,-181.95,-457.82
