landmark,x, y, z
PCLOrigin,-56.57,-116.91,1025.23
femoralCenter,-70.42,-142.16,1003.84
greaterTrochanter,-148.41,-142.78,1445.82
hipCenter,-103.12,-157.03,1449.10
lateralCondyle,-90.43,-131.21,997.68
lateralEpicondyle,-108.14,-118.87,1023.26
lateralPosteriorCondyle,-89.24,-95.28,1020.62
medialCondyle,-41.77,-130.00,995.61
medialEpicondyle,-26.26,-135.06,1024.61
medialPosteriorCondyle,-37.44,-100.08,1021.20
medialSulcus,-26.85,-128.24,1022.17
midfemurCenter,-108.05,-154.09,1233.66
whitesideReference,-72.66,-162.05,1019.47
