landmark,x, y, z
hipCenter,-83.77,142.40,-142.63
greaterTrochanter,-131.52,142.16,-131.00
femoralCenter,-104.02,136.05,-543.51
whitesideReference,-102.37,117.44,-531.06
lateralCondyle,-126.18,144.10,-548.03
medialCondyle,-80.88,148.83,-552.09
lateralPosteriorCondyle,-130.66,169.02,-530.78
medialPosteriorCondyle,-83.74,177.26,-530.08
midfemurCenter,-113.51,123.05,-337.11
PCLOrigin,-95.07,159.60,-524.24
lateralEpicondyle,-142.18,145.23,-524.61
medialSulcus,-66.98,155.90,-527.64
medialEpicondyle,-65.29,150.47,-524.16
