landmark,x, y, z
PCLOrigin,100.75,177.41,-649.42
femoralCenter,109.26,153.98,-670.49
greaterTrochanter,122.31,180.27,-222.45
hipCenter,69.44,174.83,-231.18
lateralCondyle,133.87,160.67,-677.07
lateralEpicondyle,150.53,165.78,-648.39
lateralPosteriorCondyle,137.59,191.36,-655.18
medialCondyle,81.89,168.39,-682.50
medialEpicondyle,64.99,168.31,-653.42
medialPosteriorCondyle,83.41,199.89,-659.42
medialSulcus,66.67,173.61,-657.05
midfemurCenter,109.45,157.74,-443.99
whitesideReference,105.47,136.10,-655.36
