landmark,x, y, z
PCLOrigin,-93.15,-110.33,-557.76
femoralCenter,-106.43,-130.56,-583.10
greaterTrochanter,-164.70,-126.40,-126.18
hipCenter,-108.03,-122.24,-135.35
lateralCondyle,-130.14,-123.77,-588.09
lateralEpicondyle,-146.91,-118.79,-555.94
lateralPosteriorCondyle,-130.53,-89.27,-562.24
medialCondyle,-76.14,-119.83,-593.10
medialEpicondyle,-57.84,-124.92,-560.55
medialPosteriorCondyle,-76.24,-88.32,-562.84
medialSulcus,-58.73,-117.45,-564.53
midfemurCenter,-125.94,-146.83,-355.11
whitesideReference,-106.06,-151.04,-568.54
