landmark,x, y, z
PCLOrigin,-85.29,17.69,1391.88
femoralCenter,-90.18,-3.55,1371.00
greaterTrochanter,-154.29,-11.18,1765.96
hipCenter,-103.13,-24.63,1758.64
lateralCondyle,-111.66,-0.34,1363.21
lateralEpicondyle,-134.90,1.29,1389.23
lateralPosteriorCondyle,-121.52,28.65,1382.25
medialCondyle,-66.49,10.01,1363.00
medialEpicondyle,-47.28,12.51,1393.53
medialPosteriorCondyle,-72.92,39.48,1383.17
medialSulcus,-49.28,17.85,1389.92
midfemurCenter,-120.37,-26.44,1572.99
whitesideReference,-87.77,-22.55,1382.75
