landmark,x, y, z
PCLOrigin,88.41,-86.41,966.38
femoralCenter,99.07,-109.69,945.27
greaterTrochanter,148.25,-119.90,1356.28
hipCenter,99.11,-129.82,1356.76
lateralCondyle,119.84,-102.90,940.25
lateralEpicondyle,137.86,-99.61,965.23
lateralPosteriorCondyle,123.90,-72.28,962.14
medialCondyle,74.30,-95.63,935.24
medialEpicondyle,56.76,-96.69,963.67
medialPosteriorCondyle,76.49,-64.66,960.52
medialSulcus,59.31,-87.09,959.85
midfemurCenter,115.23,-129.00,1156.24
whitesideReference,96.93,-129.60,958.42
