landmark,x, y, z
PCLOrigin,110.94,-123.51,1027.71
femoralCenter,123.32,-142.59,1004.80
greaterTrochanter,158.64,-136.48,1427.73
hipCenter,109.37,-161.70,1425.11
lateralCondyle,141.62,-137.83,1000.04
lateralEpicondyle,158.26,-127.73,1028.61
lateralPosteriorCondyle,141.19,-104.16,1022.96
medialCondyle,97.40,-133.95,995.54
medialEpicondyle,79.91,-132.29,1026.51
medialPosteriorCondyle,94.76,-103.32,1021.03
medialSulcus,80.43,-125.90,1022.64
midfemurCenter,135.17,-163.97,1220.53
whitesideReference,121.34,-161.72,1018.19
