landmark,x, y, z
hipCenter,108.36,-39.01,-116.21
greaterTrochanter,153.13,-16.83,-106.52
femoralCenter,79.15,-36.85,-546.35
whitesideReference,76.43,-51.98,-535.76
lateralCondyle,102.21,-33.67,-554.79
medialCondyle,59.62,-26.38,-554.87
lateralPosteriorCondyle,106.32,-4.33,-537.17
medialPosteriorCondyle,60.18,4.29,-534.31
midfemurCenter,116.49,-45.04,-327.38
PCLOrigin,75.55,-17.70,-528.79
lateralEpicondyle,118.90,-26.96,-531.48
medialSulcus,46.47,-17.26,-531.38
medialEpicondyle,43.00,-24.85,-528.39
