landmark,x, y, z
hipCenter,-110.64,51.00,-193.64
greaterTrochanter,-153.20,43.27,-195.44
femoralCenter,-50.42,37.75,-617.14
whitesideReference,-43.98,17.61,-605.59
lateralCondyle,-76.06,38.99,-623.19
medialCondyle,-33.07,52.88,-622.86
lateralPosteriorCondyle,-89.34,58.71,-602.07
medialPosteriorCondyle,-46.60,79.76,-598.51
midfemurCenter,-94.60,18.78,-400.39
PCLOrigin,-52.64,54.53,-593.51
lateralEpicondyle,-93.69,32.54,-596.92
medialSulcus,-22.16,66.51,-596.54
medialEpicondyle,-18.68,60.19,-594.66
