landmark,x, y, z
PCLOrigin,-68.50,20.15,1364.84
femoralCenter,-82.28,-3.84,1343.50
greaterTrochanter,-139.68,8.49,1783.82
hipCenter,-90.03,0.08,1784.71
lateralCondyle,-105.63,4.98,1338.51
lateralEpicondyle,-123.94,7.71,1366.65
lateralPosteriorCondyle,-108.08,37.13,1359.97
medialCondyle,-53.26,7.29,1333.41
medialEpicondyle,-36.22,3.76,1363.75
medialPosteriorCondyle,-52.28,37.78,1358.01
medialSulcus,-36.99,14.13,1358.79
midfemurCenter,-105.35,-11.94,1571.49
whitesideReference,-81.96,-20.53,1354.97
