landmark,x, y, z
PCLOrigin,92.68,-99.47,1228.45
femoralCenter,101.34,-123.39,1207.80
greaterTrochanter,150.95,-117.08,1647.82
hipCenter,93.96,-128.08,1648.36
lateralCondyle,121.74,-119.83,1202.99
lateralEpicondyle,140.46,-115.72,1229.24
lateralPosteriorCondyle,127.63,-89.45,1222.99
medialCondyle,76.75,-108.22,1197.83
medialEpicondyle,60.32,-105.65,1224.51
medialPosteriorCondyle,81.14,-78.81,1221.05
medialSulcus,63.18,-97.76,1220.88
midfemurCenter,112.50,-134.79,1436.80
whitesideReference,96.89,-140.11,1223.31
