landmark,x, y, z
PCLOrigin,-60.69,-106.31,1209.90
femoralCenter,-70.18,-128.64,1185.31
greaterTrochanter,-150.35,-122.06,1652.77
hipCenter,-93.58,-134.84,1652.23
lateralCondyle,-91.28,-124.80,1181.07
lateralEpicondyle,-112.91,-116.66,1208.19
lateralPosteriorCondyle,-95.09,-90.13,1201.98
medialCondyle,-44.38,-114.95,1176.21
medialEpicondyle,-26.02,-114.64,1205.33
medialPosteriorCondyle,-44.81,-84.00,1199.81
medialSulcus,-27.67,-108.36,1201.04
midfemurCenter,-99.50,-142.03,1425.30
whitesideReference,-71.02,-151.70,1201.73
