landmark,x, y, z
PCLOrigin,-90.94,-102.77,907.30
femoralCenter,-106.52,-121.52,878.39
greaterTrochanter,-157.03,-118.25,1312.23
hipCenter,-102.09,-139.36,1309.81
lateralCondyle,-126.55,-108.49,874.35
lateralEpicondyle,-144.24,-96.55,903.73
lateralPosteriorCondyle,-120.38,-74.36,898.54
medialCondyle,-74.70,-117.44,872.20
medialEpicondyle,-56.73,-127.55,904.54
medialPosteriorCondyle,-66.95,-84.91,899.25
medialSulcus,-56.22,-120.78,900.99
midfemurCenter,-131.31,-141.14,1104.38
whitesideReference,-113.97,-140.45,887.18
