landmark,x, y, z
PCLOrigin,-62.18,11.76,-452.28
femoralCenter,-72.34,-10.92,-476.62
greaterTrochanter,-118.16,-2.67,-48.14
hipCenter,-63.73,-8.84,-59.42
lateralCondyle,-94.54,-4.06,-482.86
lateralEpicondyle,-114.42,4.07,-454.86
lateralPosteriorCondyle,-97.10,28.10,-462.55
medialCondyle,-44.66,1.73,-486.61
medialEpicondyle,-26.95,-1.68,-455.94
medialPosteriorCondyle,-43.62,32.76,-462.06
medialSulcus,-29.88,6.18,-460.20
midfemurCenter,-94.29,-26.18,-260.39
whitesideReference,-71.14,-29.79,-464.52
