landmark,x, y, z
PCLOrigin,-96.45,2.58,-525.41
femoralCenter,-104.07,-22.24,-548.19
greaterTrochanter,-139.34,8.23,-118.81
hipCenter,-86.59,-3.83,-132.05
lateralCondyle,-131.00,-18.32,-555.35
lateralEpicondyle,-147.67,-10.21,-525.41
lateralPosteriorCondyle,-132.98,14.97,-535.61
medialCondyle,-80.03,-7.05,-557.54
medialEpicondyle,-61.00,-7.22,-527.09
medialPosteriorCondyle,-84.94,23.14,-536.11
medialSulcus,-62.76,-0.24,-530.98
midfemurCenter,-111.75,-29.78,-400.69
whitesideReference,-101.71,-39.10,-534.44
