landmark,x, y, z
PCLOrigin,-78.66,26.93,-510.59
femoralCenter,-86.87,2.64,-534.38
greaterTrochanter,-146.08,37.33,-103.63
hipCenter,-88.36,27.51,-103.34
lateralCondyle,-111.48,14.87,-541.85
lateralEpicondyle,-131.28,21.70,-512.00
lateralPosteriorCondyle,-114.40,46.80,-517.92
medialCondyle,-57.78,17.45,-541.85
medialEpicondyle,-38.33,17.23,-512.07
medialPosteriorCondyle,-60.02,48.67,-519.85
medialSulcus,-40.02,21.96,-516.82
midfemurCenter,-111.60,7.00,-310.64
whitesideReference,-88.62,-17.79,-517.38
